('56', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 1.0)
('141', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('141', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('127', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('127', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('127', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('127', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('127', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('127', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('127', '163db1bff3177505d4d588012644783685814cca', 0.0)
('127', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('127', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('127', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('127', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('127', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('127', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('127', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('127', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('127', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('127', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('127', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('127', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('127', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('127', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('127', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('127', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('127', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('127', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('127', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('127', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('127', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('127', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('127', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('127', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('127', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('127', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('127', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('127', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('127', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('127', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('127', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('127', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('127', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('127', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('127', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('127', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('127', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('117', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('117', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('117', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('117', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('117', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('117', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('117', '163db1bff3177505d4d588012644783685814cca', 0.0)
('117', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('117', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('117', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('117', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('117', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('117', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('117', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('117', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('117', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('117', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('117', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('117', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('117', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('117', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('117', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('117', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('117', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('117', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('117', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('117', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('117', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('117', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('117', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('117', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('117', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('117', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('117', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('117', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('117', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('117', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('117', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('116', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('116', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('116', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('116', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('116', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('116', '163db1bff3177505d4d588012644783685814cca', 0.0)
('116', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('116', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('116', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('116', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('116', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('116', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('116', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('116', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('116', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('116', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('116', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('116', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('116', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('116', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('116', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('116', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('116', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('116', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('116', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('116', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('116', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('116', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('116', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('116', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('116', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('116', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('116', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('116', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('116', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('116', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('116', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('114', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('114', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('114', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('114', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('114', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('114', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('114', '163db1bff3177505d4d588012644783685814cca', 0.0)
('114', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('114', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('114', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('114', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('114', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('114', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('114', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('114', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('114', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('114', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('114', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('114', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('114', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('114', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('114', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('114', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('114', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('114', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('114', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('114', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('114', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('114', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('114', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('114', 'd8a5ede9435ed481e01785e9766eb70a1554e741', 0.0)
('114', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('114', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('114', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('114', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('114', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('114', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('114', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('114', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('114', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('114', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('114', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('114', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('110', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('110', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('110', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('110', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('110', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('110', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('110', '163db1bff3177505d4d588012644783685814cca', 0.0)
('110', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('110', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('110', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('110', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('110', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('110', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('110', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('110', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('110', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('110', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('110', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('110', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('110', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('110', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('110', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('110', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('110', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('110', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('110', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('110', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('110', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('110', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('110', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('110', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('110', 'd8a5ede9435ed481e01785e9766eb70a1554e741', 0.0)
('110', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('110', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('110', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('110', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('110', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('110', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('110', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('110', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('110', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('110', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('110', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('110', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('71', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('71', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('71', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('71', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('71', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('71', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('71', '163db1bff3177505d4d588012644783685814cca', 0.0)
('71', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('71', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('71', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('71', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('71', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('71', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('71', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('71', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('71', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('71', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('71', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('71', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('71', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('71', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('71', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('71', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('71', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('71', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('71', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('71', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('71', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('71', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('71', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('71', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('71', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('71', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('71', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('71', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('71', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('71', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('71', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('71', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('71', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('71', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('71', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('68', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('68', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('68', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('68', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('68', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('68', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('68', '163db1bff3177505d4d588012644783685814cca', 0.0)
('68', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('68', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('68', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('68', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('68', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('68', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('68', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('68', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('68', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('68', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('68', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('68', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('68', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('68', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('68', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('68', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('68', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('68', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('68', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('68', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('68', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('68', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('68', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('68', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('68', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('68', 'd8a5ede9435ed481e01785e9766eb70a1554e741', 0.0)
('68', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('68', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('68', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('68', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('68', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('68', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('68', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('68', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('68', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('68', 'adb1887ea16f7a8b31e246c9c29315a3332badb5', 0.0)
('68', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('68', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('62', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('62', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('62', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('62', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('62', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('62', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('62', '163db1bff3177505d4d588012644783685814cca', 0.0)
('62', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('62', 'c823f88646ef489b59be09d3f0e355b883fc73f2', 0.0)
('62', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('62', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('62', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('62', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('62', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('62', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('62', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('62', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('62', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('62', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('62', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('62', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('62', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('62', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('62', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('62', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('62', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('62', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('62', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('62', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('62', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('62', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('62', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('62', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('62', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('62', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('62', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
('62', '8c5765d8dcec65a9dad3b4fc26a3653f221b5fe3', 0.0)
('62', 'a174251437b1bd19959d24f37ae49d89815c41ae', 0.0)
('62', 'e9cb2a28ec140f82097d68fc7ae264f7fdc3b109', 0.0)
('62', 'aa0a5056369a41bc2e591b8bd816713267e3fe01', 0.0)
('61', '81a4148ef0b4062f09ef14e276172ec0034356ac', 0.0)
('61', '763abf3bf1bbc31e74d0a52f4d4abbdece1647da', 0.0)
('61', '97e95ed2ddb74018cf6934a7e5d5a1aab03f7da3', 0.0)
('61', '9992cf26095d6f4c4655a63317a3d8427e97b21f', 0.0)
('61', 'd6296fa6fb95443ce59a3d8f35303be7366d7b00', 0.0)
('61', '2acaccc7c84710ae9c1876da793899f84e8b46ab', 0.0)
('61', '163db1bff3177505d4d588012644783685814cca', 0.0)
('61', 'e236f01d6ef1ff6ec5099bcfbda14c428b1b50c4', 0.0)
('61', 'a889be240af925d8131289539cfce9c63478c7f3', 0.0)
('61', '31b156c3f747f752af791b65c4afa71692d320d5', 0.0)
('61', '4de1901921d73bf728fd462b1f57aa20d7b08b7b', 0.0)
('61', '4f61bb0b62419f485adb942c398df18e2c276448', 0.0)
('61', '14002a5d4d6c027905949de14c7a0ec92029a64f', 0.0)
('61', 'e53359054b25cccd3f40f6e9bb92e6c056ebbd35', 0.0)
('61', '3107098abffe1de5bf616ed12fea91f19bdfe610', 0.0)
('61', '81e3f880e5b4307fea01fc5c0e9b245d32c45c30', 0.0)
('61', '0019113cf23e7ca7a35807cf0082933850ea8a05', 0.0)
('61', '7c9b706b651f1ce487aaf5e0dd9dc7b66d02b480', 0.0)
('61', '25d28081c7c9f06b37702740a216a9181e730745', 0.0)
('61', 'e5f112b366cbbbd2367139fac34d9f4109211079', 0.0)
('61', '6a9a7595c36b07ff7f090f9ddb3504530e2d19cd', 0.0)
('61', 'eeafc91db30dcdee1ce2abd12ce7263e08faf86f', 0.0)
('61', 'd7e0f5896574e21f17dd4d3a6902b0ae17f3356a', 0.0)
('61', '2c2bac3825e8c4a19dec098507c811318e2c4db3', 0.0)
('61', '077aa61d9cdfb253d590965cac431dca155aad6c', 0.0)
('61', 'f729e3955f075b24193d5f9d53d45cff91b8ab46', 0.0)
('61', '9465894146b7c6143b6da53b81a65cce179b47a2', 0.0)
('61', '1433eb6d55df0d32c8c5b665372ca0a17d0df0b4', 0.0)
('61', '8dc282638fa6ed56528c5ddf3d308ccc038d335b', 0.0)
('61', 'a17e807ff5593b7b39de2199545a71d06956dfda', 0.0)
('61', '80c9f8791bd9c3fca87cc9462715914a93537a01', 0.0)
('61', '4a0f13c969ec6bd05a2910eabcab845bdf60c669', 0.0)
('61', '512551e2c515020fb71e9b29f1647c3a1c9d757c', 0.0)
('61', '9385d1d8426173afeaa1bca406b76acf508bea67', 0.0)
('61', '055a7eede2698dac59b173a6c1fd88aa6b08d5a4', 0.0)
('61', 'f94147145c55bf04fa14d2a93db923b264dde39c', 0.0)
('61', '7a9f7be867ea2dedaf7bdb0117c8441437b7d007', 0.0)
('61', 'f87d0bf93a73a908346ae5919ec84e88edba7360', 0.0)
